Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
CMTA,Clementia Pharmaceuticals Inc.,16.98,518341396.3,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cmta
CBLI,"Cleveland BioLabs, Inc.",2.84,32034728.56,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/cbli
CSBK,Clifton Bancorp Inc.,17.51,390456120.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk
CLVS,"Clovis Oncology, Inc.",73.55,3595076487,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs
CMFN,CM Finance Inc,8.6,117731617.8,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/cmfn
CMSSU,CM Seven Star Acquisition Corporation,10.07,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cmssu
CME,CME Group Inc.,140.08,47614894953,n/a,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme
CCNE,CNB Financial Corporation,28.61,437310602,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccne
CWAY,"Coastway Bancorp, Inc.",20,87848820,n/a,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cway
COBZ,CoBiz Financial Inc.,20.35,859448977.8,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz
COKE,Coca-Cola Bottling Co. Consolidated,223.76,2088613655,n/a,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke
CODA,"Coda Octopus Group, Inc.",5.239,47793971.99,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/coda
CDXS,"Codexis, Inc.",6.35,306859984.5,n/a,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cdxs
CODX,"Co-Diagnostics, Inc.",5.58,66502300.5,n/a,2017,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/codx
CVLY,"Codorus Valley Bancorp, Inc",31.59,294407554,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly
JVA,"Coffee Holding Co., Inc.",4.23,24787453.14,n/a,2005,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/jva
CCOI,"Cogent Communications Holdings, Inc.",42.6,1956878882,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ccoi
CGNT,"Cogentix Medical, Inc.",2.89,176043708.4,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cgnt
COGT,"Cogint, Inc.",4.725,261051269.9,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cogt
CGNX,Cognex Corporation,132.88,11505627275,n/a,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx
CTSH,Cognizant Technology Solutions Corporation,74.27,43865547261,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh
COHR,"Coherent, Inc.",259.87,6400976990,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr
CHRS,"Coherus BioSciences, Inc.",12,694983636,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/chrs
COHU,"Cohu, Inc.",24.44,683338856.2,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cohu
CLCT,"Collectors Universe, Inc.",26.82,239261166.4,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/clct
COLL,"Collegium Pharmaceutical, Inc.",9.82,290347694.5,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/coll
CIGI,Colliers International Group Inc. ,59.15,2221218072,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cigi
CBAN,"Colony Bankcorp, Inc.",14.25,120259426.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cban
COLB,"Columbia Banking System, Inc.",44.23,2582190347,n/a,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb
COLM,Columbia Sportswear Company,61.8,4310361943,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm
CMCO,Columbus McKinnon Corporation,38.24,879461110.4,n/a,1996,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cmco
CBMX,CombiMatrix Corporation,7.05,20577018.3,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cbmx
CBMXW,CombiMatrix Corporation,2.4,0,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cbmxw
CMCSA,Comcast Corporation,35.69,1.66807E+11,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsa
CBSH,"Commerce Bancshares, Inc.",57.85,5879032803,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbsh
CBSHP,"Commerce Bancshares, Inc.",26.88,2463294060,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbshp
CUBN,"Commerce Union Bancshares, Inc.",23.48,211838861,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubn
CHUBA,"CommerceHub, Inc.",22.01,951920790.7,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chuba
CHUBK,"CommerceHub, Inc.",21.05,910401301.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chubk
CVGI,"Commercial Vehicle Group, Inc.",8.32,256499642.9,n/a,2004,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi
COMM,"CommScope Holding Company, Inc.",33.51,6468814131,n/a,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm
JCS,"Communications Systems, Inc.",4.2,37616640.6,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcs
ESXB,Community Bankers Trust Corporation.,8.7,191816147.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esxb
CFBI,"Community First Bancshares, Inc.",13.1301,98977976.33,n/a,2017,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cfbi
CYHHZ,"Community Health Systems, Inc.",0.0086,0,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyhhz
CTBI,"Community Trust Bancorp, Inc.",48.55,858094062,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi
CWBC,Community West Bancshares,10.4705,85533514.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc
CVLT,"Commvault Systems, Inc.",53.25,2459370633,n/a,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt
CGEN,Compugen Ltd.,2.95,150838680.2,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cgen
CPSI,"Computer Programs and Systems, Inc.",29.05,399603840.3,n/a,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/cpsi
CTG,"Computer Task Group, Incorporated",5.02,77768916.32,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg
CHCI,"Comstock Holding Companies, Inc.",1.6201,5601848.932,n/a,2004,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/chci
CMTL,Comtech Telecommunications Corp.,20.65,487049681.7,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cmtl
CNAT,Conatus Pharmaceuticals Inc.,4.45,133521898.5,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnat
CNCE,"Concert Pharmaceuticals, Inc.",17.21,390446488.3,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnce
CXRX,Concordia International Corp.,0.5321,27287511.37,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cxrx
CCUR,Concurrent Computer Corporation,6.22,61541320.66,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ccur
CDOR,"Condor Hospitality Trust, Inc.",10.15,118048123.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdor
CFMS,"ConforMIS, Inc.",3.54,159318641.6,n/a,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/cfms
CNFR,"Conifer Holdings, Inc.",6.25,52081681.25,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cnfr
CNMD,CONMED Corporation,53.37,1490311405,n/a,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd
CTWS,"Connecticut Water Service, Inc.",62.995,729192323,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws
CNOB,"ConnectOne Bancorp, Inc.",27.15,869215856.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnob
CONN,"Conn&#39;s, Inc.",30.5,951811700.5,n/a,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",16.05,1136941907,n/a,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,11.85,176573579.4,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco
CNAC,Constellation Alpha Capital Corp.,9.73,180296900,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnac
CNACR,Constellation Alpha Capital Corp.,0.2617,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnacr
CNACU,Constellation Alpha Capital Corp.,10.13,145618750,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnacu
CNACW,Constellation Alpha Capital Corp.,0.23,0,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/cnacw
CPSS,"Consumer Portfolio Services, Inc.",4.32,98202313.44,n/a,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss
CFRX,ContraFect Corporation,1.05,77338806.3,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrx
CTRV,ContraVir Pharmaceuticals Inc,0.5099,39914108.23,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctrv
CTRL,Control4 Corporation,31.53,783698991.3,n/a,2013,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl
CPRT,"Copart, Inc.",36.41,8402457382,n/a,1994,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/cprt
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",6.9,346538769,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crbp
CORT,Corcept Therapeutics Incorporated,17.31,1962915935,n/a,1982,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cort
CORE,"Core-Mark Holding Company, Inc.",33.85,1568037443,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/core
CORI,"Corium International, Inc.",11.21,400675162.6,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori
CSOD,"Cornerstone OnDemand, Inc.",37.95,2185123809,n/a,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/csod
CRVL,CorVel Corp.,57.5,1078451313,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/crvl
CRVS,"Corvus Pharmaceuticals, Inc.",14.55,304597178.7,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crvs
CSGP,"CoStar Group, Inc.",295.78,10691113032,n/a,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/csgp
COST,Costco Wholesale Corporation,166.42,72723810231,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cost
CPAH,CounterPath Corporation,2.9824,16356928.06,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cpah
ICBK,"County Bancorp, Inc.",31.11,206606456.5,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/icbk
COUP,Coupa Software Incorporated,35.02,1877218068,n/a,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/coup
CVTI,"Covenant Transportation Group, Inc.",29.19,533816941.4,n/a,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti
COWN,Cowen Inc.,14.4,447662548.8,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cown
COWNL,Cowen Inc.,26.67,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cownl
PMTS,CPI Card Group Inc.,1.08,60039385.92,n/a,2015,Finance,Finance Companies,http://www.nasdaq.com/symbol/pmts
CPSH,CPS Technologies Corp.,1.2,15844123.2,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpsh
CRAI,"CRA International,Inc.",44.04,362190905.4,n/a,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai
CBRL,"Cracker Barrel Old Country Store, Inc.",155.99,3758467985,n/a,1981,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cbrl
BREW,"Craft Brew Alliance, Inc.",17.55,338605751.3,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew
CRAY,Cray Inc,19.05,770344319.1,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/cray
CACC,Credit Acceptance Corporation,280.47,5415934879,n/a,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cacc
USOI,Credit Suisse AG,25.4282,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/usoi
CREE,"Cree, Inc.",34.08,3344447343,n/a,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/cree
CRESY,Cresud S.A.C.I.F. y A.,22.95,855098043.3,37259174,1997,Finance,Real Estate,http://www.nasdaq.com/symbol/cresy
CRSP,CRISPR Therapeutics AG,19.025,772256502.7,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/crsp
CRTO,Criteo S.A.,37.67,2404501075,63830663,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto
CROX,"Crocs, Inc.",9.15,656617807.4,n/a,2006,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/crox
CCRN,"Cross Country Healthcare, Inc.",12.115,442128480.8,n/a,2001,Technology,Professional Services,http://www.nasdaq.com/symbol/ccrn
CRWS,"Crown Crafts, Inc.",6.1,61352360.4,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws
CYRX,"CryoPort, Inc.",6.68,165985956,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrx
CYRXW,"CryoPort, Inc.",3.27,0,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/cyrxw
CSGS,"CSG Systems International, Inc.",43.69,1467311917,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs
CCLP,CSI Compressco LP,4.72,170903157.1,n/a,2011,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cclp
CSPI,CSP Inc.,11.05,43355592.15,n/a,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi
CSWI,"CSW Industrials, Inc.",49.35,784071171.5,n/a,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,51.31,45856931389,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/csx
CTIC,CTI BioPharma Corp.,3.04,130650615,n/a,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic
CTIB,CTI Industries Corporation,3.75,13219601.25,n/a,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",46.4,21254895296,458079640,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp
CUI,"CUI Global, Inc.",2.9,82327438.8,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,7.49,119065369.2,n/a,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CMLS,Cumulus Media Inc.,0.304,8909137.696,n/a,1998,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cmls
CRIS,"Curis, Inc.",1.56,224451169.8,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",40.25,563703785.8,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,23.88,2630406811,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,11.42,72863003.16,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,4.8887,27794122.09,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,44.61,1535619889,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,14.3,99689089.5,n/a,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",1.63,18582728.61,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",6.03,2021696.19,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CBAY,CymaBay Therapeutics Inc.,8.58,375434785.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay
CY,Cypress Semiconductor Corporation,16.1,5372002700,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,1.75,68573970.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,62.01,5662071090,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",13.625,731209618.6,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",20.24,746195508.1,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc,0.3999,13883055.57,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,0.027,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytxw
CTSO,Cytosorbents Corporation,6.1,171617314.6,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,2.155,9926516.16,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
DJCO,Daily Journal Corp. (S.C.),241.1,332897860.6,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",9.74,431363902.5,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DARE,"Dare Bioscience, Inc.",2.38,14392252.7,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dare
DRIO,DarioHealth Corp.,1.6,16381152,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,0.25,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/driow
DZSI,"DASAN Zhone Solutions, Inc.",7.65,125348730.8,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/dzsi
DSKE,"Daseke, Inc.",13.52,600184558.5,n/a,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dske
DSKEW,"Daseke, Inc.",1.7834,0,n/a,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dskew
DAIO,Data I/O Corporation,12.8866,106194746.4,n/a,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DWCH,Datawatch Corporation,10.45,127484357,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",46.54,1912842122,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play
DTEA,DAVIDsTEA Inc.,4.15,119587059.9,n/a,2015,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/dtea
DFNL,Davis Select Financial ETF,23.3099,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfnl
DUSA,Davis Select U.S. Equity ETF,22.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dusa
DWLD,Davis Select Worldwide ETF,25.3554,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwld
DWSN,Dawson Geophysical Company,5,108508310,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn
DBVT,DBV Technologies S.A.,23.22,536828381.3,23119224,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt
DCPH,"Deciphera Pharmaceuticals, Inc.",19.06,608494121.4,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dcph
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",13.9,294946518.6,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
TACO,"Del Taco Restaurants, Inc.",12.65,489267010.1,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/taco
TACOW,"Del Taco Restaurants, Inc.",3.5,0,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/tacow
DMPI,"DelMar Pharmaceuticals, Inc.",0.8575,18480730.24,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dmpi
DELT,Delta Technology Holdings Limited,1.24,11927376.48,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/delt
DELTW,Delta Technology Holdings Limited,0.02,0,n/a,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/deltw
DENN,Denny&#39;s Corporation,12.84,843401691.6,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,64.8,14871719621,n/a,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray
DEPO,"Depomed, Inc.",4.98,313685150.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DERM,"Dermira, Inc.",29.19,1214052236,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm
DEST,Destination Maternity Corporation,2.38,33226649.26,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",2.05,99743207.15,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",2.7,42890145.3,n/a,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
DTRM,"Determine, Inc. ",2.13,31111670.34,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dtrm
RNDM,Developed International Equity Select ETF,51.1492,5115022.298,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rndm
DXCM,"DexCom, Inc.",49.12,4251873668,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
DXTR,Dextera Surgical Inc.,0.1852,8927793.055,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxtr
DHXM,DHX Media Ltd.,3.15,103477052.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhxm
DHIL,"Diamond Hill Investment Group, Inc.",211.91,735171522.3,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",111.12,10904515958,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
DCIX,Diana Containerships Inc.,11.2092,183012.6084,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DRNA,"Dicerna Pharmaceuticals, Inc.",7.796,162503168.5,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
DFBG,Differential Brands Group Inc.,1.05,13983145.05,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dfbg
DFFN,Diffusion Pharmaceuticals Inc.,1.44,20773018.08,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dffn
DGII,Digi International Inc.,9.85,261416114,n/a,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,36.65,415213494.1,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,2.45,48946060.8,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",1.75,12148029.25,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
APPS,"Digital Turbine, Inc.",1.57,104577246.3,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps
DCOM,"Dime Community Bancshares, Inc.",20.75,776524843,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DMTX,"Dimension Therapeutics, Inc.",5.975,150624689.2,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dmtx
DIOD,Diodes Incorporated,34.5,1693029437,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DISCA,"Discovery Communications, Inc.",16.51,6257770590,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",23.55,8926135517,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",15.38,5829467696,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,48.06,22401362232,n/a,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,10.81,69820017.16,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
SAUC,"Diversified Restaurant Holdings, Inc.",1.5724,41941365.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sauc
DLHC,DLH Holdings Corp.,6.32,73310584.32,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
